date,月份,星期,淡旺季,LeadTime,QAIndex,AI啟動,龍華一廠,龍華二廠,龍華三廠,LCM廠,觀瀾廠,模具部,製工部,製程部,QA部,AI部,總經理室,財務部,管理部,業務一部,業務二部,深圳總產能下之總費用,CapaUtilization
2020/2/20,2,4,旺季,急單,綠,OFF,"452,086.000","1,021,907.000","10,540,590.000","25,857,911.000","566,678.000","15,557.000","2,389.000","17,129.000","67,036.000","3,286.000","2,946.000","19,005.000","70,115.000","40,843.000","46,111.000","50,000,000.000",76.88%
2020/2/21,2,5,旺季,急單,綠,ON,"611,333.000","1,868,640.000","10,030,604.000","24,243,872.000","928,546.000","18,134.000","5,208.000","30,007.000","67,235.000","6,063.000","2,531.000","23,764.000","69,428.000","40,330.000","46,056.000","50,000,000.000",75.37%
2020/2/22,2,6,旺季,急單,綠,OFF,"653,840.000","2,137,532.000","9,648,943.000","23,243,735.000","1,039,430.000","16,781.000","2,321.000","30,235.000","73,458.000","5,232.000","3,484.000","20,586.000","67,554.000","41,424.000","46,173.000","50,000,000.000",73.45%
2020/2/23,2,7,旺季,急單,綠,OFF,"583,263.000","1,700,977.000","10,388,395.000","24,370,913.000","858,624.000","16,016.000","3,164.000","26,006.000","65,841.000","4,850.000","2,405.000","23,875.000","65,343.000","37,420.000","45,731.000","50,000,000.000",75.8%
2020/2/24,2,1,旺季,急單,綠,OFF,"569,321.000","1,620,633.000","10,110,961.000","25,812,080.000","824,872.000","14,919.000","2,360.000","24,260.000","63,974.000","4,347.000","3,253.000","21,919.000","67,692.000","38,309.000","45,833.000","50,000,000.000",77.88%
2020/2/25,2,2,旺季,急單,綠,OFF,"525,125.000","1,378,779.000","9,671,826.000","21,581,028.000","722,155.000","16,546.000","2,358.000","21,397.000","72,120.000","3,917.000","2,172.000","26,187.000","66,529.000","37,686.000","45,762.000","50,000,000.000",67.76%
2020/2/26,2,3,旺季,急單,綠,OFF,"452,055.000","1,021,769.000","10,535,358.000","22,640,046.000","566,617.000","18,268.000","4,234.000","18,972.000","72,290.000","4,116.000","3,233.000","32,184.000","66,886.000","35,377.000","45,487.000","50,000,000.000",70.43%
2020/2/27,2,4,旺季,急單,紅,ON,"450,741.000","1,015,839.000","10,100,344.000","25,001,472.000","563,984.000","27,644.000","14,420.000","29,085.000","73,331.000","8,689.000","2,853.000","26,571.000","80,615.000","30,597.000","44,857.000","50,000,000.000",74.26%
2020/2/28,2,5,旺季,計劃,紅,ON,"444,088.000","986,073.000","9,792,973.000","24,090,620.000","550,735.000","34,856.000","23,794.000","38,095.000","67,210.000","12,852.000","3,041.000","30,603.000","79,039.000","25,262.000","44,025.000","50,000,000.000",71.73%
2020/2/29,2,6,旺季,計劃,綠,OFF,"417,070.000","869,735.000","10,452,844.000","24,875,260.000","498,447.000","18,971.000","5,424.000","18,292.000","70,448.000","4,371.000","3,067.000","26,460.000","79,067.000","36,867.000","45,666.000","50,000,000.000",74.23%
2020/3/1,3,7,旺季,計劃,綠,OFF,"423,687.000","897,555.000","10,056,151.000","22,987,206.000","511,029.000","17,796.000","4,461.000","17,673.000","68,904.000","3,989.000","3,273.000","29,270.000","77,494.000","24,709.000","43,928.000","50,000,000.000",69.75%
2020/3/2,3,1,旺季,急單,紅,ON,"500,336.000","1,251,681.000","8,660,027.000","21,375,614.000","667,395.000","23,115.000","8,938.000","26,458.000","75,356.000","6,650.000","3,019.000","18,945.000","50,592.000","65,831.000","48,184.000","50,000,000.000",64.91%
2020/3/3,3,2,旺季,計劃,綠,OFF,"372,474.000","693,685.000","10,500,262.000","25,454,934.000","417,465.000","13,842.000","2,270.000","12,931.000","58,996.000","2,621.000","2,109.000","19,003.000","50,272.000","37,190.000","45,704.000","50,000,000.000",74.88%
2020/3/4,3,3,旺季,急單,綠,OFF,"467,054.000","1,090,695.000","9,588,432.000","23,450,422.000","597,092.000","13,585.000","4,947.000","20,525.000","45,661.000","4,563.000","2,556.000","22,443.000","49,145.000","43,050.000","46,340.000","50,000,000.000",70.39%
2020/3/5,3,4,旺季,急單,綠,OFF,"668,198.000","2,232,443.000","9,166,894.000","22,383,464.000","1,078,247.000","4,317.000","2,205.000","31,212.000","11,660.000","5,343.000","3,203.000","19,515.000","45,141.000","26,835.000","44,287.000","50,000,000.000",71.06%
2020/3/6,3,5,旺季,急單,綠,OFF,"545,989.000","1,490,520.000","9,679,935.000","23,815,468.000","769,835.000","13,895.000","3,006.000","23,371.000","55,949.000","4,407.000","2,911.000","30,125.000","42,175.000","40,060.000","46,027.000","50,000,000.000",72.6%
2020/3/7,3,6,旺季,急單,綠,OFF,"537,136.000","1,442,575.000","9,954,283.000","25,452,061.000","749,426.000","18,808.000","2,242.000","22,039.000","83,952.000","3,978.000","3,413.000","17,767.000","46,078.000","28,688.000","44,577.000","50,000,000.000",76.27%
2020/3/8,3,7,旺季,急單,綠,OFF,"520,099.000","1,352,517.000","8,927,157.000","20,248,614.000","710,889.000","13,339.000","2,240.000","20,966.000","56,616.000","3,817.000","2,029.000","17,810.000","45,040.000","72,452.000","48,601.000","50,000,000.000",63.52%
2020/3/9,3,1,旺季,急單,綠,OFF,"455,062.000","1,035,408.000","10,662,354.000","21,658,767.000","572,667.000","18,485.000","4,022.000","18,927.000","74,326.000","4,046.000","3,703.000","23,684.000","45,760.000","65,831.000","48,184.000","50,000,000.000",68.77%
2020/3/10,3,2,淡季,計劃,紅,ON,"384,409.000","738,850.000","10,199,334.000","24,427,685.000","438,488.000","22,067.000","13,699.000","24,931.000","48,694.000","7,849.000","2,182.000","22,770.000","46,167.000","16,667.000","42,218.000","50,000,000.000",72.38%
2020/3/11,3,3,淡季,急單,紅,ON,"452,623.000","1,024,337.000","10,111,965.000","23,252,538.000","567,757.000","35,760.000","22,604.000","37,374.000","77,082.000","12,387.000","2,517.000","23,462.000","41,282.000","43,050.000","46,340.000","50,000,000.000",70.82%
2020/3/12,3,4,淡季,計劃,綠,OFF,"372,054.000","692,121.000","9,851,140.000","23,916,347.000","416,734.000","20,181.000","5,152.000","15,794.000","77,719.000","3,915.000","2,222.000","36,974.000","45,185.000","26,835.000","44,287.000","50,000,000.000",70.5%
2020/3/13,3,5,淡季,計劃,綠,OFF,"402,449.000","809,825.000","9,573,176.000","22,429,314.000","471,166.000","17,475.000","4,238.000","16,361.000","68,304.000","3,726.000","3,355.000","48,166.000","43,119.000","40,060.000","46,027.000","50,000,000.000",67.37%
2020/3/14,3,6,淡季,計劃,綠,OFF,"384,343.000","738,598.000","9,533,145.000","23,400,539.000","438,371.000","11,421.000","2,548.000","13,777.000","45,641.000","2,831.000","4,045.000","18,945.000","42,168.000","28,688.000","44,577.000","50,000,000.000",68.99%
2020/3/15,3,7,淡季,急單,綠,OFF,"450,305.000","1,013,874.000","11,332,912.000","24,008,492.000","563,111.000","8,912.000","2,270.000","16,911.000","34,347.000","3,218.000","3,135.000","19,003.000","42,066.000","11,459.000","40,592.000","50,000,000.000",74.74%
2020/3/16,3,1,淡季,急單,綠,OFF,"501,120.000","1,255,607.000","10,194,176.000","22,474,440.000","669,096.000","22,772.000","4,947.000","22,514.000","91,597.000","4,861.000","2,815.000","22,443.000","45,552.000","41,370.000","46,167.000","50,000,000.000",70.19%
2020/3/17,3,2,淡季,急單,綠,OFF,"517,051.000","1,336,707.000","9,886,424.000","23,917,042.000","704,094.000","16,679.000","2,205.000","20,743.000","73,473.000","3,773.000","3,203.000","19,515.000","42,383.000","14,217.000","41,528.000","50,000,000.000",72.72%
2020/3/18,3,3,淡季,計劃,綠,OFF,"430,056.000","924,743.000","9,749,054.000","23,611,948.000","523,276.000","20,076.000","3,006.000","16,554.000","86,855.000","3,385.000","2,911.000","30,125.000","43,192.000","37,465.000","45,736.000","50,000,000.000",70.48%
2020/3/19,3,4,淡季,急單,綠,OFF,"538,296.000","1,448,812.000","9,985,056.000","22,384,483.000","752,085.000","14,687.000","2,242.000","22,113.000","63,347.000","3,990.000","1,294.000","17,767.000","44,126.000","15,903.000","42,015.000","50,000,000.000",70.22%
2020/3/20,3,5,淡季,計劃,紅,ON,"436,405.000","952,247.000","9,279,838.000","22,145,401.000","535,618.000","21,802.000","9,117.000","23,003.000","67,985.000","6,185.000","2,829.000","23,838.000","70,928.000","47,612.000","46,777.000","50,000,000.000",66.7%
2020/3/21,3,6,淡季,計劃,綠,OFF,"419,764.000","881,008.000","10,405,321.000","25,576,569.000","503,551.000","15,293.000","2,315.000","15,323.000","66,046.000","2,993.000","2,908.000","18,761.000","69,215.000","40,319.000","46,055.000","50,000,000.000",75.57%
2020/3/22,3,7,淡季,急單,綠,OFF,"567,626.000","1,610,995.000","9,901,880.000","23,980,091.000","820,811.000","17,790.000","5,046.000","26,832.000","66,242.000","5,539.000","2,499.000","23,459.000","68,537.000","39,813.000","46,000.000","50,000,000.000",73.76%
2020/3/23,3,1,淡季,急單,綠,OFF,"607,093.000","1,842,813.000","9,525,117.000","22,990,836.000","917,818.000","16,499.000","2,249.000","26,749.000","72,372.000","4,687.000","3,440.000","20,322.000","66,687.000","40,893.000","46,116.000","50,000,000.000",71.77%
2020/3/24,3,2,淡季,急單,綠,OFF,"541,562.000","1,466,450.000","10,255,079.000","24,105,750.000","759,598.000","15,733.000","3,066.000","23,146.000","64,868.000","4,392.000","2,374.000","23,568.000","64,504.000","36,940.000","45,675.000","50,000,000.000",74.26%
2020/3/25,3,3,淡季,急單,綠,OFF,"528,618.000","1,397,183.000","9,981,205.000","25,531,236.000","730,037.000","14,664.000","2,287.000","21,545.000","63,029.000","3,918.000","3,211.000","21,637.000","66,823.000","37,818.000","45,777.000","50,000,000.000",76.34%
2020/3/26,3,4,淡季,急單,綠,OFF,"487,581.000","1,188,675.000","9,547,706.000","21,346,220.000","640,015.000","16,267.000","2,285.000","19,047.000","71,054.000","3,542.000","2,144.000","25,851.000","65,675.000","37,202.000","45,706.000","50,000,000.000",66.42%
2020/3/27,3,5,淡季,計劃,綠,OFF,"419,735.000","880,889.000","10,400,156.000","22,393,715.000","503,497.000","17,937.000","4,103.000","17,109.000","71,221.000","3,797.000","3,192.000","31,771.000","66,027.000","34,923.000","45,431.000","50,000,000.000",69.2%
2020/3/28,3,6,淡季,計劃,紅,ON,"418,516.000","875,777.000","9,970,724.000","24,729,448.000","501,184.000","27,025.000","13,973.000","26,915.000","72,248.000","8,229.000","2,816.000","26,230.000","79,580.000","30,205.000","44,801.000","50,000,000.000",72.99%
2020/3/29,3,7,淡季,計劃,紅,ON,"412,338.000","850,115.000","9,667,298.000","23,828,507.000","489,541.000","33,994.000","23,056.000","35,681.000","66,216.000","12,269.000","3,002.000","30,210.000","78,024.000","24,938.000","43,969.000","50,000,000.000",70.5%
2020/3/30,3,1,淡季,計劃,綠,OFF,"387,251.000","749,818.000","10,318,701.000","24,604,609.000","443,565.000","18,611.000","5,255.000","16,626.000","69,407.000","4,071.000","3,027.000","26,121.000","78,052.000","36,394.000","45,610.000","50,000,000.000",73.01%
2020/3/31,3,2,淡季,計劃,綠,OFF,"393,396.000","773,802.000","9,927,099.000","22,737,098.000","454,632.000","17,468.000","4,323.000","15,995.000","67,885.000","3,696.000","3,231.000","28,895.000","76,499.000","24,392.000","43,872.000","50,000,000.000",68.57%
2020/4/1,4,3,淡季,急單,紅,ON,"464,565.000","1,079,101.000","8,548,891.000","21,143,041.000","591,983.000","22,643.000","8,661.000","24,097.000","74,242.000","6,213.000","2,980.000","18,702.000","49,943.000","64,986.000","48,128.000","50,000,000.000",63.66%
2020/4/2,4,4,淡季,計劃,綠,OFF,"345,844.000","598,041.000","10,365,510.000","25,177,976.000","372,269.000","13,604.000","2,199.000","11,638.000","58,124.000","2,405.000","2,082.000","18,759.000","49,627.000","36,713.000","45,648.000","50,000,000.000",73.72%
2020/4/3,4,5,淡季,計劃,綠,OFF,"433,662.000","940,312.000","9,465,382.000","23,195,274.000","530,268.000","13,311.000","4,794.000","18,533.000","44,986.000","4,218.000","2,524.000","22,155.000","48,515.000","42,497.000","46,284.000","50,000,000.000",69.13%
2020/4/4,4,6,淡季,急單,綠,OFF,"620,425.000","1,924,637.000","9,049,254.000","22,139,924.000","951,758.000","4,221.000","2,137.000","27,588.000","11,487.000","4,779.000","3,162.000","19,264.000","44,562.000","26,490.000","44,231.000","50,000,000.000",69.37%
2020/4/5,4,7,淡季,急單,綠,OFF,"506,954.000","1,285,010.000","9,555,711.000","23,556,349.000","681,813.000","13,646.000","2,912.000","20,832.000","55,122.000","3,999.000","2,874.000","29,739.000","41,633.000","39,546.000","45,971.000","50,000,000.000",71.17%
2020/4/6,4,1,淡季,急單,綠,OFF,"498,733.000","1,243,675.000","9,826,538.000","25,175,134.000","663,925.000","18,497.000","2,172.000","19,597.000","82,711.000","3,591.000","3,369.000","17,539.000","45,487.000","28,320.000","44,521.000","50,000,000.000",74.82%
2020/4/7,4,2,淡季,急單,綠,OFF,"482,915.000","1,166,034.000","8,812,594.000","20,028,302.000","630,136.000","13,109.000","2,170.000","18,660.000","55,780.000","3,450.000","2,003.000","17,581.000","44,462.000","71,522.000","48,544.000","50,000,000.000",62.24%
2020/4/8,4,3,淡季,計劃,綠,OFF,"422,528.000","892,648.000","10,525,522.000","21,423,113.000","508,813.000","18,153.000","3,898.000","17,049.000","73,227.000","3,727.000","3,655.000","23,380.000","45,173.000","64,986.000","48,128.000","50,000,000.000",67.55%
2020/4/9,4,4,淡季,計劃,紅,ON,"356,925.000","636,978.000","10,068,444.000","24,161,904.000","390,789.000","21,541.000","13,274.000","23,213.000","47,974.000","7,464.000","2,154.000","22,478.000","45,575.000","16,453.000","42,162.000","50,000,000.000",71.23%
2020/4/10,4,5,淡季,計劃,紅,ON,"420,263.000","883,103.000","9,982,196.000","22,999,543.000","504,499.000","34,901.000","21,903.000","34,937.000","75,943.000","11,811.000","2,485.000","23,161.000","40,752.000","42,497.000","46,284.000","50,000,000.000",69.58%
2020/4/11,4,6,淡季,計劃,綠,OFF,"345,454.000","596,692.000","9,724,719.000","23,656,129.000","371,624.000","19,807.000","4,993.000","14,414.000","76,570.000","3,660.000","2,193.000","36,499.000","44,605.000","26,490.000","44,231.000","50,000,000.000",69.39%
2020/4/12,4,7,淡季,計劃,綠,OFF,"373,676.000","698,167.000","9,450,322.000","22,185,276.000","419,560.000","17,155.000","4,107.000","14,825.000","67,294.000","3,456.000","3,311.000","47,548.000","42,565.000","39,546.000","45,971.000","50,000,000.000",66.25%
2020/4/13,4,1,淡季,計劃,綠,OFF,"356,865.000","636,762.000","9,410,804.000","23,145,934.000","390,686.000","11,215.000","2,469.000","12,405.000","44,967.000","2,601.000","3,993.000","18,702.000","41,627.000","28,320.000","44,521.000","50,000,000.000",67.88%
2020/4/14,4,2,淡季,計劃,綠,OFF,"418,111.000","874,083.000","11,187,475.000","23,747,272.000","500,416.000","8,747.000","2,199.000","15,121.000","33,839.000","2,928.000","3,095.000","18,759.000","41,526.000","11,312.000","40,535.000","50,000,000.000",73.45%
2020/4/15,4,3,淡季,急單,綠,OFF,"465,293.000","1,082,486.000","10,063,353.000","22,229,911.000","593,475.000","22,363.000","4,794.000","20,271.000","90,244.000","4,479.000","2,779.000","22,155.000","44,967.000","40,839.000","46,111.000","50,000,000.000",68.87%
2020/4/16,4,4,淡季,急單,綠,OFF,"480,084.000","1,152,404.000","9,759,550.000","23,656,817.000","624,177.000","16,401.000","2,137.000","18,462.000","72,387.000","3,410.000","3,162.000","19,264.000","41,839.000","14,035.000","41,472.000","50,000,000.000",71.35%
2020/4/17,4,5,淡季,計劃,綠,OFF,"399,310.000","797,241.000","9,623,943.000","23,355,042.000","465,402.000","19,736.000","2,912.000","14,878.000","85,572.000","3,105.000","2,874.000","29,739.000","42,638.000","36,984.000","45,680.000","50,000,000.000",69.28%
2020/4/18,4,6,淡季,急單,綠,OFF,"499,810.000","1,249,053.000","9,856,916.000","22,140,932.000","666,256.000","14,437.000","2,172.000","19,661.000","62,411.000","3,601.000","1,277.000","17,539.000","43,560.000","15,699.000","41,959.000","50,000,000.000",68.83%
2020/4/19,4,7,淡季,計劃,紅,OFF,"405,204.000","820,953.000","9,160,748.000","21,904,452.000","476,253.000","21,347.000","8,834.000","21,096.000","66,981.000","5,815.000","2,793.000","23,532.000","70,018.000","47,001.000","46,721.000","50,000,000.000",65.54%
2020/4/20,4,1,淡季,計劃,綠,OFF,"389,753.000","759,536.000","10,271,787.000","25,298,287.000","448,055.000","15,033.000","2,243.000","13,736.000","65,069.000","2,733.000","2,871.000","18,521.000","68,327.000","39,801.000","45,999.000","50,000,000.000",74.33%
2020/4/21,4,2,淡季,急單,綠,OFF,"527,043.000","1,388,874.000","9,774,808.000","23,719,180.000","726,480.000","17,453.000","4,890.000","24,049.000","65,263.000","5,074.000","2,467.000","23,158.000","67,657.000","39,302.000","45,944.000","50,000,000.000",72.27%
2020/4/22,4,3,淡季,急單,綠,OFF,"563,689.000","1,588,729.000","9,402,880.000","22,740,688.000","811,421.000","16,222.000","2,180.000","23,704.000","71,303.000","4,209.000","3,395.000","20,061.000","65,831.000","40,368.000","46,060.000","50,000,000.000",70.21%
2020/4/23,4,4,淡季,急單,綠,OFF,"502,844.000","1,264,258.000","10,123,474.000","23,843,471.000","672,841.000","15,455.000","2,971.000","20,642.000","63,909.000","3,987.000","2,343.000","23,266.000","63,676.000","36,466.000","45,619.000","50,000,000.000",72.81%
2020/4/24,4,5,淡季,急單,綠,OFF,"490,824.000","1,204,542.000","9,853,114.000","25,253,448.000","646,926.000","14,414.000","2,216.000","19,170.000","62,097.000","3,540.000","3,170.000","21,360.000","65,966.000","37,332.000","45,721.000","50,000,000.000",74.9%
2020/4/25,4,6,淡季,急單,綠,OFF,"452,721.000","1,024,783.000","9,425,178.000","21,113,966.000","567,955.000","15,993.000","2,214.000","16,989.000","70,004.000","3,212.000","2,116.000","25,520.000","64,833.000","36,725.000","45,650.000","50,000,000.000",65.17%
2020/4/26,4,7,淡季,計劃,綠,OFF,"389,726.000","759,434.000","10,266,689.000","22,150,064.000","448,008.000","17,612.000","3,975.000","15,467.000","70,169.000","3,513.000","3,151.000","31,363.000","65,180.000","34,475.000","45,375.000","50,000,000.000",68.03%
2020/4/27,4,1,淡季,計劃,紅,ON,"388,594.000","755,026.000","9,842,768.000","24,460,384.000","445,972.000","26,421.000","13,539.000","24,975.000","71,180.000","7,808.000","2,780.000","25,893.000","78,559.000","29,817.000","44,745.000","50,000,000.000",71.79%
2020/4/28,4,2,淡季,計劃,紅,ON,"382,858.000","732,902.000","9,543,236.000","23,569,245.000","435,730.000","33,155.000","22,341.000","33,499.000","65,238.000","11,727.000","2,964.000","29,823.000","77,023.000","24,618.000","43,912.000","50,000,000.000",69.33%
2020/4/29,4,3,淡季,計劃,綠,OFF,"359,565.000","646,434.000","10,186,280.000","24,336,903.000","395,260.000","18,259.000","5,092.000","15,152.000","68,381.000","3,801.000","2,988.000","25,785.000","77,051.000","35,927.000","45,554.000","50,000,000.000",71.85%
2020/4/30,4,4,淡季,計劃,綠,OFF,"365,270.000","667,111.000","9,799,703.000","22,489,711.000","405,005.000","17,146.000","4,189.000","14,513.000","66,882.000","3,433.000","3,189.000","28,524.000","75,517.000","24,079.000","43,816.000","50,000,000.000",67.45%
2020/5/1,5,5,淡季,計劃,紅,OFF,"431,351.000","930,317.000","8,439,182.000","20,912,998.000","525,781.000","22,182.000","8,392.000","22,009.000","73,145.000","5,819.000","2,942.000","18,462.000","49,302.000","64,152.000","48,072.000","50,000,000.000",62.48%
2020/5/2,5,6,淡季,計劃,綠,OFF,"321,118.000","515,584.000","10,232,488.000","24,904,032.000","332,420.000","13,371.000","2,131.000","10,498.000","57,265.000","2,214.000","2,055.000","18,519.000","48,990.000","36,242.000","45,592.000","50,000,000.000",72.61%
2020/5/3,5,7,淡季,計劃,綠,OFF,"402,657.000","810,663.000","9,343,911.000","22,942,902.000","471,550.000","13,045.000","4,645.000","16,778.000","44,321.000","3,910.000","2,491.000","21,871.000","47,892.000","41,952.000","46,228.000","50,000,000.000",67.94%
2020/5/4,5,1,淡季,急單,綠,OFF,"576,068.000","1,659,272.000","8,933,123.000","21,899,035.000","841,125.000","4,127.000","2,071.000","24,424.000","11,318.000","4,285.000","3,121.000","19,017.000","43,990.000","26,150.000","44,175.000","50,000,000.000",67.82%
2020/5/5,5,2,淡季,急單,綠,OFF,"470,709.000","1,107,835.000","9,433,081.000","23,300,048.000","604,633.000","13,401.000","2,822.000","18,608.000","54,307.000","3,638.000","2,837.000","29,357.000","41,099.000","39,038.000","45,915.000","50,000,000.000",69.83%
2020/5/6,5,3,淡季,急單,綠,OFF,"463,077.000","1,072,200.000","9,700,432.000","24,901,221.000","588,938.000","18,192.000","2,105.000","17,458.000","81,489.000","3,250.000","3,326.000","17,314.000","44,903.000","27,956.000","44,465.000","50,000,000.000",73.45%
2020/5/7,5,4,淡季,計劃,綠,OFF,"448,389.000","1,005,263.000","8,699,500.000","19,810,388.000","559,282.000","12,884.000","2,103.000","16,640.000","54,955.000","3,127.000","1,977.000","17,356.000","43,891.000","70,604.000","48,488.000","50,000,000.000",61.05%
2020/5/8,5,5,淡季,計劃,綠,OFF,"392,319.000","769,571.000","10,390,446.000","21,190,023.000","452,683.000","17,828.000","3,777.000","15,396.000","72,145.000","3,442.000","3,608.000","23,080.000","44,593.000","64,152.000","48,072.000","50,000,000.000",66.39%
2020/5/9,5,6,淡季,計劃,紅,ON,"331,407.000","549,153.000","9,939,234.000","23,899,015.000","348,754.000","21,029.000","12,862.000","21,668.000","47,265.000","7,109.000","2,126.000","22,189.000","44,990.000","16,242.000","42,106.000","50,000,000.000",70.14%
2020/5/10,5,7,淡季,計劃,紅,ON,"390,216.000","761,343.000","9,854,093.000","22,749,301.000","448,889.000","34,066.000","21,224.000","32,739.000","74,821.000","11,278.000","2,453.000","22,863.000","40,229.000","41,952.000","46,228.000","50,000,000.000",68.41%
2020/5/11,5,1,淡季,計劃,綠,OFF,"320,756.000","514,421.000","9,599,920.000","23,398,743.000","331,852.000","19,442.000","4,838.000","13,190.000","75,439.000","3,430.000","2,165.000","36,031.000","44,033.000","26,150.000","44,175.000","50,000,000.000",68.33%
2020/5/12,5,2,淡季,計劃,綠,OFF,"346,960.000","601,905.000","9,329,044.000","21,943,893.000","374,115.000","16,841.000","3,979.000","13,468.000","66,300.000","3,214.000","3,269.000","46,938.000","42,019.000","39,038.000","45,915.000","50,000,000.000",65.19%
2020/5/13,5,3,淡季,計劃,綠,OFF,"331,351.000","548,966.000","9,290,034.000","22,894,099.000","348,664.000","11,013.000","2,392.000","11,195.000","44,302.000","2,397.000","3,942.000","18,462.000","41,093.000","27,956.000","44,465.000","50,000,000.000",66.83%
2020/5/14,5,4,淡季,計劃,綠,OFF,"388,218.000","753,566.000","11,043,904.000","23,488,894.000","445,298.000","8,586.000","2,131.000","13,549.000","33,339.000","2,672.000","3,055.000","18,519.000","40,993.000","11,167.000","40,479.000","50,000,000.000",72.24%
2020/5/15,5,5,淡季,計劃,綠,OFF,"432,027.000","933,235.000","9,934,208.000","21,988,043.000","527,092.000","21,963.000","4,645.000","18,298.000","88,910.000","4,138.000","2,743.000","21,871.000","44,390.000","40,315.000","46,055.000","50,000,000.000",67.63%
2020/5/16,5,6,淡季,計劃,綠,OFF,"445,761.000","993,513.000","9,634,304.000","23,399,423.000","554,051.000","16,127.000","2,071.000","16,463.000","71,318.000","3,091.000","3,121.000","19,017.000","41,302.000","13,854.000","41,416.000","50,000,000.000",70.05%
2020/5/17,5,7,淡季,計劃,綠,OFF,"370,761.000","687,319.000","9,500,437.000","23,100,932.000","414,487.000","19,401.000","2,822.000","13,403.000","84,307.000","2,857.000","2,837.000","29,357.000","42,091.000","36,509.000","45,624.000","50,000,000.000",68.15%
2020/5/18,5,1,淡季,急單,綠,OFF,"464,077.000","1,076,835.000","9,730,421.000","21,900,032.000","590,983.000","14,192.000","2,105.000","17,514.000","61,489.000","3,259.000","1,261.000","17,314.000","43,001.000","15,497.000","41,903.000","50,000,000.000",67.52%
2020/5/19,5,2,淡季,計劃,紅,OFF,"376,234.000","707,761.000","9,043,186.000","21,666,124.000","424,038.000","20,902.000","8,560.000","19,400.000","65,991.000","5,478.000","2,757.000","23,230.000","69,119.000","46,398.000","46,665.000","50,000,000.000",64.43%
2020/5/20,5,3,淡季,計劃,綠,OFF,"361,888.000","654,813.000","10,139,968.000","25,023,034.000","399,215.000","14,778.000","2,174.000","12,341.000","64,108.000","2,503.000","2,834.000","18,283.000","67,450.000","39,290.000","45,943.000","50,000,000.000",73.16%
2020/5/21,5,4,淡季,急單,綠,OFF,"489,363.000","1,197,378.000","9,649,366.000","23,461,108.000","643,807.000","17,124.000","4,738.000","21,605.000","64,298.000","4,662.000","2,435.000","22,861.000","66,789.000","38,797.000","45,888.000","50,000,000.000",70.88%
2020/5/22,5,5,淡季,急單,綠,OFF,"523,389.000","1,369,678.000","9,282,211.000","22,493,262.000","718,253.000","15,951.000","2,112.000","21,043.000","70,249.000","3,790.000","3,352.000","19,803.000","64,987.000","39,850.000","46,004.000","50,000,000.000",68.77%
2020/5/23,5,6,淡季,急單,綠,OFF,"466,893.000","1,089,944.000","9,993,558.000","23,584,047.000","596,761.000","15,184.000","2,879.000","18,447.000","62,965.000","3,631.000","2,313.000","22,967.000","62,859.000","35,998.000","45,563.000","50,000,000.000",71.46%
2020/5/24,5,7,淡季,急單,綠,OFF,"455,733.000","1,038,462.000","9,726,668.000","24,978,683.000","574,020.000","14,168.000","2,147.000","17,089.000","61,180.000","3,208.000","3,129.000","21,086.000","65,119.000","36,853.000","45,665.000","50,000,000.000",73.55%
2020/5/25,5,1,淡季,計劃,綠,OFF,"420,354.000","883,487.000","9,304,223.000","20,884,240.000","504,673.000","15,724.000","2,145.000","15,184.000","68,969.000","2,921.000","2,089.000","25,192.000","64,001.000","36,254.000","45,594.000","50,000,000.000",63.99%
2020/5/26,5,2,淡季,計劃,綠,OFF,"361,863.000","654,724.000","10,134,935.000","21,909,064.000","399,173.000","17,293.000","3,852.000","14,018.000","69,132.000","3,258.000","3,110.000","30,960.000","64,344.000","34,033.000","45,319.000","50,000,000.000",66.92%
2020/5/27,5,3,淡季,計劃,紅,ON,"360,812.000","650,925.000","9,716,455.000","24,194,247.000","397,381.000","25,833.000","13,119.000","23,237.000","70,128.000","7,421.000","2,744.000","25,561.000","77,551.000","29,435.000","44,689.000","50,000,000.000",70.64%
2020/5/28,5,4,淡季,計劃,紅,ON,"355,486.000","631,851.000","9,420,766.000","23,312,804.000","388,360.000","32,338.000","21,648.000","31,522.000","64,274.000","11,223.000","2,926.000","29,440.000","76,035.000","24,302.000","43,856.000","50,000,000.000",68.22%
2020/5/29,5,5,淡季,計劃,綠,OFF,"333,858.000","557,305.000","10,055,557.000","24,072,110.000","352,697.000","17,915.000","4,934.000","13,846.000","67,371.000","3,557.000","2,950.000","25,454.000","76,062.000","35,466.000","45,498.000","50,000,000.000",70.74%
2020/5/30,5,6,淡季,計劃,綠,OFF,"339,155.000","575,131.000","9,673,941.000","22,245,016.000","361,288.000","16,832.000","4,059.000","13,202.000","65,894.000","3,198.000","3,148.000","28,158.000","74,548.000","23,770.000","43,760.000","50,000,000.000",66.39%
2020/5/31,5,7,淡季,計劃,綠,OFF,"359,784.000","647,224.000","9,310,792.000","23,223,926.000","395,633.000","15,271.000","2,440.000","12,510.000","65,375.000","2,609.000","3,174.000","23,230.000","73,477.000","37,995.000","45,797.000","50,000,000.000",67.87%
2020/6/1,6,1,淡季,計劃,綠,OFF,"410,122.000","841,001.000","10,162,560.000","24,050,368.000","485,395.000","15,400.000","2,174.000","14,685.000","67,217.000","2,855.000","2,479.000","18,283.000","87,616.000","23,932.000","43,790.000","50,000,000.000",71.9%
