,country,continent,year,lifeExp,pop,gdpPercap
6751,Mauritius模里西斯,Africa,1978,65.29,928828,3706
6753,Mauritius模里西斯,Africa,1980,66.0,960434,3697
6755,Mauritius模里西斯,Africa,1982,66.71,992040,3688
6757,Mauritius模里西斯,Africa,1984,67.52,1012289,4126
6759,Mauritius模里西斯,Africa,1986,68.33,1032538,4564
6761,Mauritius模里西斯,Africa,1988,68.94,1053371,5039
6763,Mauritius模里西斯,Africa,1990,69.34,1074786,5548
6765,Mauritius模里西斯,Africa,1992,69.75,1096202,6058
6767,Mauritius模里西斯,Africa,1994,70.14,1117648,6605
6769,Mauritius模里西斯,Africa,1996,70.54,1139095,7152
6771,Mauritius模里西斯,Africa,1998,70.98,1159896,7745
6773,Mauritius模里西斯,Africa,2000,71.47,1180051,8383
6775,Mauritius模里西斯,Africa,2002,71.95,1200206,9022
6777,Mauritius模里西斯,Africa,2004,72.29,1220476,9796
6779,Mauritius模里西斯,Africa,2006,72.63,1240747,10570
6781,Mauritius模里西斯,Africa,2008,72.57,1249906,10956
6783,Mauritius模里西斯,Africa,2010,72.97,1247955,10955
6785,Mauritius模里西斯,Africa,2012,73.86,1252555,10954
6787,Mauritius模里西斯,Africa,2014,74.19,1257156,10952
6789,Mauritius模里西斯,Africa,2016,74.39,1261918,10951
6791,Mauritius模里西斯,Africa,2018,74.42,1266843,10950
6793,Mauritius模里西斯,Africa,2020,74.22,1271768,8900
6795,Mauritius模里西斯,Africa,2022,74.02,1272223,10800
6797,Mauritius模里西斯,Africa,2024,73.83,1272677,13400
6799,Mauritius模里西斯,Africa,2026,73.63,1273132,16000
6801,Mauritius模里西斯,Africa,2028,73.43,1273586,18600
6803,Mauritius模里西斯,Africa,2030,73.24,1274041,21200
6805,Mauritius模里西斯,Africa,2032,73.04,1274496,23800
6806,Mexico墨西哥,Americas,1950,49.03,29748024,3217
6808,Mexico墨西哥,Americas,1952,50.79,30144317,3478
6810,Mexico墨西哥,Americas,1954,52.55,31316710,3739
6812,Mexico墨西哥,Americas,1956,54.31,33265202,4001
6814,Mexico墨西哥,Americas,1958,55.81,36236735,4222
6816,Mexico墨西哥,Americas,1960,57.06,38679110,4402
6818,Mexico墨西哥,Americas,1962,58.3,41121485,4582
6820,Mexico墨西哥,Americas,1964,59.02,43871115,5051
6822,Mexico墨西哥,Americas,1966,59.75,46620744,5520
6824,Mexico墨西哥,Americas,1968,60.56,49593306,5966
6826,Mexico墨西哥,Americas,1970,61.46,52788800,6388
6828,Mexico墨西哥,Americas,1972,62.36,55984294,6809
6830,Mexico墨西哥,Americas,1974,63.43,59094567,7156
6832,Mexico墨西哥,Americas,1976,64.5,62204840,7502
6834,Mexico墨西哥,Americas,1978,65.51,65336162,8062
6836,Mexico墨西哥,Americas,1980,66.46,68488533,8837
6838,Mexico墨西哥,Americas,1982,67.41,71640904,9611
6840,Mexico墨西哥,Americas,1984,68.24,75033539,9242
6842,Mexico墨西哥,Americas,1986,69.08,78426174,8873
6844,Mexico墨西哥,Americas,1988,69.89,81720200,8845
6846,Mexico墨西哥,Americas,1990,70.67,84915615,9159
6848,Mexico墨西哥,Americas,1992,71.46,88111030,9472
6850,Mexico墨西哥,Americas,1994,72.34,91224676,9590
6852,Mexico墨西哥,Americas,1996,73.23,94338323,9708
6854,Mexico墨西哥,Americas,1998,73.92,97212102,9962
6856,Mexico墨西哥,Americas,2000,74.41,99846015,10352
6858,Mexico墨西哥,Americas,2002,74.9,102479927,10742
6860,Mexico墨西哥,Americas,2004,75.42,104968313,11236
6862,Mexico墨西哥,Americas,2006,75.94,107456698,11731
6864,Mexico墨西哥,Americas,2008,75.19,110498248,11836
6866,Mexico墨西哥,Americas,2010,75.07,114092963,11552
6868,Mexico墨西哥,Americas,2012,74.97,117199081,11268
6870,Mexico墨西哥,Americas,2014,74.91,120305199,10985
6872,Mexico墨西哥,Americas,2016,74.92,123273157,10701
6874,Mexico墨西哥,Americas,2018,74.99,126102955,10417
6876,Mexico墨西哥,Americas,2020,75.08,128932753,9800
6878,Mexico墨西哥,Americas,2022,75.17,131321355,10290
6880,Mexico墨西哥,Americas,2024,75.26,133709957,10710
6882,Mexico墨西哥,Americas,2026,75.35,136098558,11130
6884,Mexico墨西哥,Americas,2028,75.44,138487160,11550
6886,Mexico墨西哥,Americas,2030,75.53,140875762,11970
6888,Mexico墨西哥,Americas,2032,75.62,143264364,12390
6889,Mongolia蒙古,Asia,1950,41.04,404370,736
6891,Mongolia蒙古,Asia,1952,42.24,800663,787
6893,Mongolia蒙古,Asia,1954,43.45,1015104,837
6895,Mongolia蒙古,Asia,1956,44.65,1047692,887
6897,Mongolia蒙古,Asia,1958,45.85,907763,941
6899,Mongolia蒙古,Asia,1960,47.05,959022,999
6901,Mongolia蒙古,Asia,1962,48.25,1010280,1056
6903,Mongolia蒙古,Asia,1964,49.45,1065968,1124
6905,Mongolia蒙古,Asia,1966,50.65,1121656,1192
6907,Mongolia蒙古,Asia,1968,51.75,1183700,1265
6909,Mongolia蒙古,Asia,1970,52.75,1252100,1343
6911,Mongolia蒙古,Asia,1972,53.75,1320500,1422
6913,Mongolia蒙古,Asia,1974,54.45,1403500,1512
6915,Mongolia蒙古,Asia,1976,55.14,1486500,1602
6917,Mongolia蒙古,Asia,1978,55.89,1573606,1718
6919,Mongolia蒙古,Asia,1980,56.69,1664819,1859
6921,Mongolia蒙古,Asia,1982,57.49,1756032,2001
6923,Mongolia蒙古,Asia,1984,58.58,1859672,2136
6925,Mongolia蒙古,Asia,1986,59.68,1963313,2271
6927,Mongolia蒙古,Asia,1988,60.43,2074667,2227
6929,Mongolia蒙古,Asia,1990,60.85,2193734,2006
6931,Mongolia蒙古,Asia,1992,61.27,2312802,1785
6933,Mongolia蒙古,Asia,1994,62.21,2385602,1832
6935,Mongolia蒙古,Asia,1996,63.15,2458403,1879
6937,Mongolia蒙古,Asia,1998,63.91,2530689,1950
6939,Mongolia蒙古,Asia,2000,64.47,2602462,2045
6941,Mongolia蒙古,Asia,2002,65.03,2674234,2141
6943,Mongolia蒙古,Asia,2004,65.74,2754191,2523
6945,Mongolia蒙古,Asia,2006,66.45,2834148,2905
6947,Mongolia蒙古,Asia,2008,66.45,2822717,3200
6949,Mongolia蒙古,Asia,2010,67.38,2719896,3409
6951,Mongolia蒙古,Asia,2012,68.22,2831313,3618
6953,Mongolia蒙古,Asia,2014,68.86,2942730,3828
6955,Mongolia蒙古,Asia,2016,69.32,3054409,4037
6957,Mongolia蒙古,Asia,2018,69.69,3166350,4246
6959,Mongolia蒙古,Asia,2020,70.05,3278290,4584
6961,Mongolia蒙古,Asia,2022,70.41,3365874,4970
6963,Mongolia蒙古,Asia,2024,70.77,3453458,5356
6965,Mongolia蒙古,Asia,2026,71.13,3541042,5742
6967,Mongolia蒙古,Asia,2028,71.49,3628626,6128
6969,Mongolia蒙古,Asia,2030,71.85,3716210,6514
6971,Mongolia蒙古,Asia,2032,72.21,3803794,6900
6972,Montenegro蒙特內哥羅(黑山),Europe,1950,58.25,17541,2234
6974,Montenegro蒙特內哥羅(黑山),Europe,1952,59.16,413834,2648
6976,Montenegro蒙特內哥羅(黑山),Europe,1954,60.08,617780,3061
6978,Montenegro蒙特內哥羅(黑山),Europe,1956,60.99,629378,3475
6980,Montenegro蒙特內哥羅(黑山),Europe,1958,61.9,449169,3876
6982,Montenegro蒙特內哥羅(黑山),Europe,1960,62.82,461848,4263
6984,Montenegro蒙特內哥羅(黑山),Europe,1962,63.73,474528,4650
6986,Montenegro蒙特內哥羅(黑山),Europe,1964,65.11,485131,5153
6988,Montenegro蒙特內哥羅(黑山),Europe,1966,66.49,495734,5656
6990,Montenegro蒙特內哥羅(黑山),Europe,1968,67.87,506364,6282
6992,Montenegro蒙特內哥羅(黑山),Europe,1970,69.25,517021,7030
6994,Montenegro蒙特內哥羅(黑山),Europe,1972,70.64,527678,7778
6996,Montenegro蒙特內哥羅(黑山),Europe,1974,71.61,540636,8505
6998,Montenegro蒙特內哥羅(黑山),Europe,1976,72.58,553594,9232
7000,Montenegro蒙特內哥羅(黑山),Europe,1978,73.27,560568,9921
7002,Montenegro蒙特內哥羅(黑山),Europe,1980,73.69,561558,10572
7004,Montenegro蒙特內哥羅(黑山),Europe,1982,74.1,562548,11223
7006,Montenegro蒙特內哥羅(黑山),Europe,1984,74.41,565318,11427
7008,Montenegro蒙特內哥羅(黑山),Europe,1986,74.71,568088,11631
7010,Montenegro蒙特內哥羅(黑山),Europe,1988,74.98,579903,10787
7012,Montenegro蒙特內哥羅(黑山),Europe,1990,75.21,600762,8895
7014,Montenegro蒙特內哥羅(黑山),Europe,1992,75.44,621621,7003
7016,Montenegro蒙特內哥羅(黑山),Europe,1994,75.44,650033,6788
7018,Montenegro蒙特內哥羅(黑山),Europe,1996,75.44,678445,6573
7020,Montenegro蒙特內哥羅(黑山),Europe,1998,75.15,698167,6484
7022,Montenegro蒙特內哥羅(黑山),Europe,2000,74.57,709198,6521
7024,Montenegro蒙特內哥羅(黑山),Europe,2002,73.98,720230,6557
7026,Montenegro蒙特內哥羅(黑山),Europe,2004,74.21,706032,7636
7028,Montenegro蒙特內哥羅(黑山),Europe,2006,74.43,691835,8715
7030,Montenegro蒙特內哥羅(黑山),Europe,2008,74.43,664582,9195
7032,Montenegro蒙特內哥羅(黑山),Europe,2010,75.15,624275,9077
7034,Montenegro蒙特內哥羅(黑山),Europe,2012,75.82,625347,8959
7036,Montenegro蒙特內哥羅(黑山),Europe,2014,76.3,626420,8841
7038,Montenegro蒙特內哥羅(黑山),Europe,2016,76.57,627178,8723
7040,Montenegro蒙特內哥羅(黑山),Europe,2018,76.77,627622,8605
7042,Montenegro蒙特內哥羅(黑山),Europe,2020,76.98,628066,7500
7044,Montenegro蒙特內哥羅(黑山),Europe,2022,77.18,627265,8300
7046,Montenegro蒙特內哥羅(黑山),Europe,2024,77.39,626463,8900
7048,Montenegro蒙特內哥羅(黑山),Europe,2026,77.59,625662,9500
7050,Montenegro蒙特內哥羅(黑山),Europe,2028,77.8,624860,10100
7052,Montenegro蒙特內哥羅(黑山),Europe,2030,78.01,624059,10700
7054,Montenegro蒙特內哥羅(黑山),Europe,2032,78.21,623258,11300
7055,Morocco摩洛哥,Africa,1950,41.85,9542924,1707
7057,Morocco摩洛哥,Africa,1952,42.87,9939217,1688
7059,Morocco摩洛哥,Africa,1954,43.89,10430790,1670
7061,Morocco摩洛哥,Africa,1956,44.91,11017643,1651
7063,Morocco摩洛哥,Africa,1958,45.92,11736401,1627
7065,Morocco摩洛哥,Africa,1960,46.92,12396502,1597
7067,Morocco摩洛哥,Africa,1962,47.92,13056604,1566
7069,Morocco摩洛哥,Africa,1964,48.89,13742081,1624
7071,Morocco摩洛哥,Africa,1966,49.85,14427558,1682
7073,Morocco摩洛哥,Africa,1968,50.84,15148371,1755
7075,Morocco摩洛哥,Africa,1970,51.85,15904520,1843
7077,Morocco摩洛哥,Africa,1972,52.86,16660670,1930
7079,Morocco摩洛哥,Africa,1974,54.01,17355178,2106
7081,Morocco摩洛哥,Africa,1976,55.16,18049687,2283
7083,Morocco摩洛哥,Africa,1978,56.51,18757299,2437
7085,Morocco摩洛哥,Africa,1980,58.08,19478014,2570
7087,Morocco摩洛哥,Africa,1982,59.65,20198730,2703
7089,Morocco摩洛哥,Africa,1984,60.86,21314197,2724
7091,Morocco摩洛哥,Africa,1986,62.07,22429664,2745
7093,Morocco摩洛哥,Africa,1988,63.22,23549565,2794
7095,Morocco摩洛哥,Africa,1990,64.31,24673902,2871
7097,Morocco摩洛哥,Africa,1992,65.39,25798239,2948
7099,Morocco摩洛哥,Africa,1994,66.3,26890744,2962
7101,Morocco摩洛哥,Africa,1996,67.21,27983249,2975
7103,Morocco摩洛哥,Africa,1998,68.05,29057157,3037
7105,Morocco摩洛哥,Africa,2000,68.83,30112470,3148
7107,Morocco摩洛哥,Africa,2002,69.62,31167783,3258
7109,Morocco摩洛哥,Africa,2004,70.23,32203540,3483
7111,Morocco摩洛哥,Africa,2006,70.85,33239297,3708
7113,Morocco摩洛哥,Africa,2008,73.55,33285913,3785
7115,Morocco摩洛哥,Africa,2010,74.38,32343389,3714
7117,Morocco摩洛哥,Africa,2012,74.97,33271475,3643
7119,Morocco摩洛哥,Africa,2014,75.48,34199560,3573
7121,Morocco摩洛哥,Africa,2016,75.97,35112994,3502
7123,Morocco摩洛哥,Africa,2018,76.45,36011777,3431
7125,Morocco摩洛哥,Africa,2020,76.92,36910560,3150
7127,Morocco摩洛哥,Africa,2022,77.39,37705907,3350
7129,Morocco摩洛哥,Africa,2024,77.86,38501254,3570
7131,Morocco摩洛哥,Africa,2026,78.33,39296601,3790
7133,Morocco摩洛哥,Africa,2028,78.8,40091948,4010
7135,Morocco摩洛哥,Africa,2030,79.27,40887295,4230
7137,Morocco摩洛哥,Africa,2032,79.74,41682642,4450
7138,Mozambique莫三比克,Africa,1950,30.29,6050023,458
7140,Mozambique莫三比克,Africa,1952,31.29,6446316,469
7142,Mozambique莫三比克,Africa,1954,32.28,6762806,479
7144,Mozambique莫三比克,Africa,1956,33.28,6999494,490
7146,Mozambique莫三比克,Africa,1958,34.26,7188217,508
7148,Mozambique莫三比克,Africa,1960,35.21,7488580,532
7150,Mozambique莫三比克,Africa,1962,36.16,7788944,557
7152,Mozambique莫三比克,Africa,1964,36.94,8145730,561
7154,Mozambique莫三比克,Africa,1966,37.72,8502516,565
7156,Mozambique莫三比克,Africa,1968,38.56,8906646,598
7158,Mozambique莫三比克,Africa,1970,39.44,9358121,662
7160,Mozambique莫三比克,Africa,1972,40.33,9809596,725
7162,Mozambique莫三比克,Africa,1974,41.19,10336905,636
7164,Mozambique莫三比克,Africa,1976,42.06,10864214,547
7166,Mozambique莫三比克,Africa,1978,42.56,11419739,494
7168,Mozambique莫三比克,Africa,1980,42.68,12003481,478
7170,Mozambique莫三比克,Africa,1982,42.8,12587223,462
7172,Mozambique莫三比克,Africa,1984,42.82,12709115,433
7174,Mozambique莫三比克,Africa,1986,42.85,12831006,404
7176,Mozambique莫三比克,Africa,1988,43.15,12945708,394
7178,Mozambique莫三比克,Africa,1990,43.71,13053219,402
7180,Mozambique莫三比克,Africa,1992,44.28,13160731,411
7182,Mozambique莫三比克,Africa,1994,45.11,14537772,435
7184,Mozambique莫三比克,Africa,1996,45.93,15914813,460
7186,Mozambique莫三比克,Africa,1998,45.88,16977423,505
7188,Mozambique莫三比克,Africa,2000,44.95,17725602,569
7190,Mozambique莫三比克,Africa,2002,44.03,18473780,634
7192,Mozambique莫三比克,Africa,2004,43.25,19064930,710
7194,Mozambique莫三比克,Africa,2006,42.47,19656081,786
7196,Mozambique莫三比克,Africa,2008,51.29,21145052,804
7198,Mozambique莫三比克,Africa,2010,52.31,23531845,765
7200,Mozambique莫三比克,Africa,2012,53.93,24935908,725
7202,Mozambique莫三比克,Africa,2014,56.06,26339971,686
7204,Mozambique莫三比克,Africa,2016,58.31,27884689,646
7206,Mozambique莫三比克,Africa,2018,60.16,29570062,607
7208,Mozambique莫三比克,Africa,2020,61.87,31255435,520
7210,Mozambique莫三比克,Africa,2022,63.58,33241315,575
7212,Mozambique莫三比克,Africa,2024,65.29,35227195,615
7214,Mozambique莫三比克,Africa,2026,67.0,37213074,655
7216,Mozambique莫三比克,Africa,2028,68.7,39198954,695
7218,Mozambique莫三比克,Africa,2030,70.41,41184834,735
7220,Mozambique莫三比克,Africa,2032,72.12,43170714,775
7221,Myanmar緬甸,Asia,1950,34.08,19696703,323
7223,Myanmar緬甸,Asia,1952,36.32,20092996,331
7225,Myanmar緬甸,Asia,1954,38.55,20618912,339
7227,Myanmar緬甸,Asia,1956,40.79,21274451,346
7229,Myanmar緬甸,Asia,1958,42.55,22112362,358
7231,Myanmar緬甸,Asia,1960,43.83,22873399,373
7233,Myanmar緬甸,Asia,1962,45.11,23634436,388
7235,Myanmar緬甸,Asia,1964,46.82,24528770,372
7237,Myanmar緬甸,Asia,1966,48.52,25423104,357
7239,Myanmar緬甸,Asia,1968,50.12,26389495,351
7241,Myanmar緬甸,Asia,1970,51.59,27427942,354
7243,Myanmar緬甸,Asia,1972,53.07,28466390,357
7245,Myanmar緬甸,Asia,1974,54.27,29691069,363
7247,Myanmar緬甸,Asia,1976,55.46,30915748,368
7249,Myanmar緬甸,Asia,1978,56.46,32158558,382
7251,Myanmar緬甸,Asia,1980,57.26,33419500,403
7253,Myanmar緬甸,Asia,1982,58.06,34680442,424
7255,Myanmar緬甸,Asia,1984,58.17,36019696,408
7257,Myanmar緬甸,Asia,1986,58.28,37358951,393
7259,Myanmar緬甸,Asia,1988,58.54,38532170,377
7261,Myanmar緬甸,Asia,1990,58.93,39539354,362
7263,Myanmar緬甸,Asia,1992,59.32,40546538,347
7265,Myanmar緬甸,Asia,1994,59.72,41627070,374
7267,Myanmar緬甸,Asia,1996,60.13,42707601,401
7269,Myanmar緬甸,Asia,1998,60.24,43717910,454
7271,Myanmar緬甸,Asia,2000,60.08,44657995,533
7273,Myanmar緬甸,Asia,2002,59.91,45598081,611
7275,Myanmar緬甸,Asia,2004,60.77,46463641,744
7277,Myanmar緬甸,Asia,2006,61.64,47329200,877
7279,Myanmar緬甸,Asia,2008,62.68,48708259,999
7281,Myanmar緬甸,Asia,2010,63.53,50600818,1110
7283,Myanmar緬甸,Asia,2012,64.45,51432781,1221
7285,Myanmar緬甸,Asia,2014,65.38,52264744,1332
7287,Myanmar緬甸,Asia,2016,66.21,53026541,1442
7289,Myanmar緬甸,Asia,2018,66.87,53718170,1553
7291,Myanmar緬甸,Asia,2020,67.49,54409800,1580
7293,Myanmar緬甸,Asia,2022,68.1,55223539,1710
7295,Myanmar緬甸,Asia,2024,68.72,56037278,1870
7297,Myanmar緬甸,Asia,2026,69.34,56851016,2030
7299,Myanmar緬甸,Asia,2028,69.96,57664755,2190
7301,Myanmar緬甸,Asia,2030,70.58,58478494,2350
7303,Myanmar緬甸,Asia,2032,71.19,59292233,2510
7304,Namibia納米比亞,Africa,1950,40.32,89538,2345
7306,Namibia納米比亞,Africa,1952,41.73,485831,2424
7308,Namibia納米比亞,Africa,1954,43.13,696427,2503
7310,Namibia納米比亞,Africa,1956,44.53,721327,2582
7312,Namibia納米比亞,Africa,1958,45.86,562742,2732
7314,Namibia納米比亞,Africa,1960,47.12,592067,2953
7316,Namibia納米比亞,Africa,1962,48.39,621392,3173
7318,Namibia納米比亞,Africa,1964,49.5,655491,3421
7320,Namibia納米比亞,Africa,1966,50.6,689590,3670
7322,Namibia納米比亞,Africa,1968,51.7,729668,3784
7324,Namibia納米比亞,Africa,1970,52.78,775725,3765
7326,Namibia納米比亞,Africa,1972,53.87,821782,3746
7328,Namibia納米比亞,Africa,1974,54.9,883880,3798
7330,Namibia納米比亞,Africa,1976,55.92,945977,3850
7332,Namibia納米比亞,Africa,1978,56.94,1001423,3939
7334,Namibia納米比亞,Africa,1980,57.96,1050216,4065
7336,Namibia納米比亞,Africa,1982,58.97,1099010,4191
7338,Namibia納米比亞,Africa,1984,59.71,1170680,3992
7340,Namibia納米比亞,Africa,1986,60.46,1242349,3793
7342,Namibia納米比亞,Africa,1988,61.07,1333398,3716
7344,Namibia納米比亞,Africa,1990,61.53,1443825,3760
7346,Namibia納米比亞,Africa,1992,62.0,1554253,3805
7348,Namibia納米比亞,Africa,1994,60.76,1642458,3843
7350,Namibia納米比亞,Africa,1996,59.53,1730663,3881
7352,Namibia納米比亞,Africa,1998,57.42,1814243,3934
7354,Namibia納米比亞,Africa,2000,54.45,1893198,4003
7356,Namibia納米比亞,Africa,2002,51.48,1972153,4072
7358,Namibia納米比亞,Africa,2004,52.05,2005324,4368
7360,Namibia納米比亞,Africa,2006,52.62,2038495,4663
7362,Namibia納米比亞,Africa,2008,53.82,2076345,4891
7364,Namibia納米比亞,Africa,2010,56.67,2118874,5050
7366,Namibia納米比亞,Africa,2012,59.39,2197286,5209
7368,Namibia納米比亞,Africa,2014,61.43,2275698,5368
7370,Namibia納米比亞,Africa,2016,62.63,2360104,5527
7372,Namibia納米比亞,Africa,2018,63.37,2450505,5686
7374,Namibia納米比亞,Africa,2020,64.08,2540905,5200
7376,Namibia納米比亞,Africa,2022,64.78,2634898,5350
7378,Namibia納米比亞,Africa,2024,65.49,2728891,6450
7380,Namibia納米比亞,Africa,2026,66.19,2822885,7550
7382,Namibia納米比亞,Africa,2028,66.89,2916878,8650
7384,Namibia納米比亞,Africa,2030,67.6,3010871,9750
7386,Namibia納米比亞,Africa,2032,68.3,3104864,10850
7387,Nepal尼泊爾,Asia,1950,35.55,8786243,525
7389,Nepal尼泊爾,Asia,1952,36.16,9182536,546
7391,Nepal尼泊爾,Asia,1954,36.77,9480643,567
7393,Nepal尼泊爾,Asia,1956,37.38,9680564,588
7395,Nepal尼泊爾,Asia,1958,38.03,9812282,609
7397,Nepal尼泊爾,Asia,1960,38.71,10072169,631
7399,Nepal尼泊爾,Asia,1962,39.39,10332057,652
7401,Nepal尼泊爾,Asia,1964,40.22,10703910,662
7403,Nepal尼泊爾,Asia,1966,41.06,11075763,672
7405,Nepal尼泊爾,Asia,1968,41.97,11491871,676
7407,Nepal尼泊爾,Asia,1970,42.97,11952232,675
7409,Nepal尼泊爾,Asia,1972,43.97,12412593,675
7411,Nepal尼泊爾,Asia,1974,45.08,13020835,683
7413,Nepal尼泊爾,Asia,1976,46.19,13629077,690
7415,Nepal尼泊爾,Asia,1978,47.32,14305821,699
7417,Nepal尼泊爾,Asia,1980,48.46,15051068,709
7419,Nepal尼泊爾,Asia,1982,49.59,15796314,718
7421,Nepal尼泊爾,Asia,1984,50.77,16644660,741
7423,Nepal尼泊爾,Asia,1986,51.95,17493007,764
7425,Nepal尼泊爾,Asia,1988,53.18,18398986,800
7427,Nepal尼泊爾,Asia,1990,54.45,19362597,849
7429,Nepal尼泊爾,Asia,1992,55.73,20326209,898
7431,Nepal尼泊爾,Asia,1994,57.21,21396171,943
7433,Nepal尼泊爾,Asia,1996,58.69,22466132,988
7435,Nepal尼泊爾,Asia,1998,59.81,23575674,1020
7437,Nepal尼泊爾,Asia,2000,60.57,24724795,1039
7439,Nepal尼泊爾,Asia,2002,61.34,25873917,1057
7441,Nepal尼泊爾,Asia,2004,62.32,27085066,1071
7443,Nepal尼泊爾,Asia,2006,63.3,28296215,1085
7445,Nepal尼泊爾,Asia,2008,66.73,28272264,1072
7447,Nepal尼泊爾,Asia,2010,67.61,27013212,1033
7449,Nepal尼泊爾,Asia,2012,68.43,27013940,995
7451,Nepal尼泊爾,Asia,2014,69.17,27014667,956
7453,Nepal尼泊爾,Asia,2016,69.85,27439386,917
7455,Nepal尼泊爾,Asia,2018,70.48,28288097,878
7457,Nepal尼泊爾,Asia,2020,71.1,29136808,830
7459,Nepal尼泊爾,Asia,2022,71.71,29987354,920
7461,Nepal尼泊爾,Asia,2024,72.33,30837899,1020
7463,Nepal尼泊爾,Asia,2026,72.95,31688445,1120
7465,Nepal尼泊爾,Asia,2028,73.57,32538990,1220
7467,Nepal尼泊爾,Asia,2030,74.19,33389536,1320
7469,Nepal尼泊爾,Asia,2032,74.8,34240082,1420
7470,Netherlands荷蘭,Europe,1950,71.79,9985695,8008
7472,Netherlands荷蘭,Europe,1952,72.13,10381988,8942
7474,Netherlands荷蘭,Europe,1954,72.47,10709014,9875
7476,Netherlands荷蘭,Europe,1956,72.82,10966772,10809
7478,Netherlands荷蘭,Europe,1958,73.04,11182244,11579
7480,Netherlands荷蘭,Europe,1960,73.13,11493967,12185
7482,Netherlands荷蘭,Europe,1962,73.23,11805689,12791
7484,Netherlands荷蘭,Europe,1964,73.47,12122142,13820
7486,Netherlands荷蘭,Europe,1966,73.7,12438595,14849
7488,Netherlands荷蘭,Europe,1968,73.81,12743432,16050
7490,Netherlands荷蘭,Europe,1970,73.78,13036653,17422
7492,Netherlands荷蘭,Europe,1972,73.75,13329874,18795
7494,Netherlands荷蘭,Europe,1974,74.35,13539120,19760
7496,Netherlands荷蘭,Europe,1976,74.94,13748366,20726
7498,Netherlands荷蘭,Europe,1978,75.4,13944471,21247
7500,Netherlands荷蘭,Europe,1980,75.73,14127436,21323
7502,Netherlands荷蘭,Europe,1982,76.05,14310401,21399
7504,Netherlands荷蘭,Europe,1984,76.36,14452352,22300
7506,Netherlands荷蘭,Europe,1986,76.67,14594303,23201
7508,Netherlands荷蘭,Europe,1988,76.95,14767071,24279
7510,Netherlands荷蘭,Europe,1990,77.18,14970658,25535
7512,Netherlands荷蘭,Europe,1992,77.42,15174244,26791
7514,Netherlands荷蘭,Europe,1994,77.66,15346332,28173
7516,Netherlands荷蘭,Europe,1996,77.91,15518420,29555
7518,Netherlands荷蘭,Europe,1998,78.13,15708137,30942
7520,Netherlands荷蘭,Europe,2000,78.33,15915484,32333
7522,Netherlands荷蘭,Europe,2002,78.53,16122830,33725
7524,Netherlands荷蘭,Europe,2004,79.02,16301943,34954
7526,Netherlands荷蘭,Europe,2006,79.52,16481056,36183
7528,Netherlands荷蘭,Europe,2008,80.25,16608048,38372
7530,Netherlands荷蘭,Europe,2010,80.7,16682917,41521
7532,Netherlands荷蘭,Europe,2012,81.1,16785150,44670
7534,Netherlands荷蘭,Europe,2014,81.71,16887383,47818
7536,Netherlands荷蘭,Europe,2016,81.56,16977774,50967
7538,Netherlands荷蘭,Europe,2018,81.81,17056323,54116
7540,Netherlands荷蘭,Europe,2020,81.91,17134872,52900
7542,Netherlands荷蘭,Europe,2022,82.02,17197962,55100
7544,Netherlands荷蘭,Europe,2024,82.12,17261052,57700
7546,Netherlands荷蘭,Europe,2026,82.22,17324142,60300
7548,Netherlands荷蘭,Europe,2028,82.32,17387232,62900
7550,Netherlands荷蘭,Europe,2030,82.43,17450322,65500
7552,Netherlands荷蘭,Europe,2032,82.53,17513412,68100
7553,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1950,69.04,1598501,9880
7555,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1952,69.39,1994794,10557
7557,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1954,69.74,2239863,11233
7559,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1956,70.09,2333708,11909
7561,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1958,70.46,2281236,12433
7563,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1960,70.85,2384893,12804
7565,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1962,71.24,2488550,13176
7567,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1964,71.35,2584390,13691
7569,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1966,71.46,2680230,14206
7571,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1968,71.59,2768340,14780
7573,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1970,71.74,2848720,15413
7575,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1972,71.89,2929100,16046
7577,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1974,72.02,3023420,16121
7579,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1976,72.15,3117740,16196
7581,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1978,72.54,3174050,16513
7583,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1980,73.19,3192350,17073
7585,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1982,73.84,3210650,17632
7587,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1984,74.03,3253256,18182
7589,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1986,74.22,3295863,18732
7591,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1988,74.72,3341268,18878
7593,New Zealand紐西蘭(奧特亞羅瓦),Oceania,1990,75.53,3389471,18621
