,country,continent,year,lifeExp,pop,gdpPercap,Two_Letter_Country_Code,iso_alpha,iso_num
3325,Equatorial Guinea赤道幾內亞,Africa,1955,35.38,254113,406,GQ,GNQ,226
3330,Equatorial Guinea赤道幾內亞,Africa,1960,36.88,242701,520,GQ,GNQ,226
3335,Equatorial Guinea赤道幾內亞,Africa,1965,38.39,255606,782,GQ,GNQ,226
3340,Equatorial Guinea赤道幾內亞,Africa,1970,39.9,270507,770,GQ,GNQ,226
3345,Equatorial Guinea赤道幾內亞,Africa,1975,41.42,226646,844,GQ,GNQ,226
3350,Equatorial Guinea赤道幾內亞,Africa,1980,43.01,248360,940,GQ,GNQ,226
3355,Equatorial Guinea赤道幾內亞,Africa,1985,44.86,318940,951,GQ,GNQ,226
3360,Equatorial Guinea赤道幾內亞,Africa,1990,46.79,369200,1066,GQ,GNQ,226
3365,Equatorial Guinea赤道幾內亞,Africa,1995,47.97,419118,2142,GQ,GNQ,226
3370,Equatorial Guinea赤道幾內亞,Africa,2000,48.91,473365,5748,GQ,GNQ,226
3375,Equatorial Guinea赤道幾內亞,Africa,2005,50.69,528971,10374,GQ,GNQ,226
3380,Equatorial Guinea赤道幾內亞,Africa,2010,55.62,943639,11425,GQ,GNQ,226
3385,Equatorial Guinea赤道幾內亞,Africa,2015,57.36,1168568,10210,GQ,GNQ,226
3390,Equatorial Guinea赤道幾內亞,Africa,2020,59.08,1402985,7900,GQ,GNQ,226
3395,Equatorial Guinea赤道幾內亞,Africa,2025,60.79,1638267,8900,GQ,GNQ,226
3400,Equatorial Guinea赤道幾內亞,Africa,2030,62.49,1873549,11900,GQ,GNQ,226
3403,Eritrea厄利垂亞,Africa,1950,35.08,1377228,323,ER,ERI,232
3408,Eritrea厄利垂亞,Africa,1955,37.2,1511067,338,ER,ERI,232
3413,Eritrea厄利垂亞,Africa,1960,39.31,1617015,366,ER,ERI,232
3418,Eritrea厄利垂亞,Africa,1965,41.38,1758839,434,ER,ERI,232
3423,Eritrea厄利垂亞,Africa,1970,43.36,2084240,496,ER,ERI,232
3428,Eritrea厄利垂亞,Africa,1975,44.38,2411660,509,ER,ERI,232
3433,Eritrea厄利垂亞,Africa,1980,44.15,2587435,517,ER,ERI,232
3438,Eritrea厄利垂亞,Africa,1985,45.43,2804494,523,ER,ERI,232
3443,Eritrea厄利垂亞,Africa,1990,48.58,3367448,558,ER,ERI,232
3448,Eritrea厄利垂亞,Africa,1995,52.02,3902367,781,ER,ERI,232
3453,Eritrea厄利垂亞,Africa,2000,54.5,4272247,825,ER,ERI,232
3458,Eritrea厄利垂亞,Africa,2005,56.92,4709897,691,ER,ERI,232
3463,Eritrea厄利垂亞,Africa,2010,62.19,3170435,567,ER,ERI,232
3468,Eritrea厄利垂亞,Africa,2015,64.66,3342818,442,ER,ERI,232
3473,Eritrea厄利垂亞,Africa,2020,66.75,3546421,350,ER,ERI,232
3478,Eritrea厄利垂亞,Africa,2025,68.76,3893317,389,ER,ERI,232
3483,Eritrea厄利垂亞,Africa,2030,70.78,4240213,429,ER,ERI,232
3486,Ethiopia衣索比亞,Africa,1950,33.04,20799409,355,ET,ETH,231
3491,Ethiopia衣索比亞,Africa,1955,35.63,21673576,372,ET,ETH,231
3496,Ethiopia衣索比亞,Africa,1960,38.7,24213469,403,ET,ETH,231
3501,Ethiopia衣索比亞,Africa,1965,41.29,26774327,477,ET,ETH,231
3506,Ethiopia衣索比亞,Africa,1970,42.96,29606342,546,ET,ETH,231
3511,Ethiopia衣索比亞,Africa,1975,44.11,33078828,561,ET,ETH,231
3516,Ethiopia衣索比亞,Africa,1980,44.75,36714173,569,ET,ETH,231
3521,Ethiopia衣索比亞,Africa,1985,45.98,41044420,575,ET,ETH,231
3526,Ethiopia衣索比亞,Africa,1990,47.53,48452947,482,ET,ETH,231
3531,Ethiopia衣索比亞,Africa,1995,48.88,56752204,478,ET,ETH,231
3536,Ethiopia衣索比亞,Africa,2000,50.2,64712599,524,ET,ETH,231
3541,Ethiopia衣索比亞,Africa,2005,52.06,73085851,627,ET,ETH,231
3546,Ethiopia衣索比亞,Africa,2010,61.63,87639964,669,ET,ETH,231
3551,Ethiopia衣索比亞,Africa,2015,65.05,100835458,632,ET,ETH,231
3556,Ethiopia衣索比亞,Africa,2020,66.98,114963588,500,ET,ETH,231
3561,Ethiopia衣索比亞,Africa,2025,68.82,129953944,860,ET,ETH,231
3566,Ethiopia衣索比亞,Africa,2030,70.66,144944299,1210,ET,ETH,231
3569,Finland芬蘭,Europe,1950,66.17,4028968,5976,FI,FIN,246
3574,Finland芬蘭,Europe,1955,67.11,4214666,7097,FI,FIN,246
3579,Finland芬蘭,Europe,1960,68.25,4424466,8641,FI,FIN,246
3584,Finland芬蘭,Europe,1965,69.4,4560024,10302,FI,FIN,246
3589,Finland芬蘭,Europe,1970,70.45,4626092,12984,FI,FIN,246
3594,Finland芬蘭,Europe,1975,71.86,4699204,15107,FI,FIN,246
3599,Finland芬蘭,Europe,1980,73.74,4791721,17362,FI,FIN,246
3604,Finland芬蘭,Europe,1985,74.72,4889811,20098,FI,FIN,246
3609,Finland芬蘭,Europe,1990,75.35,4997315,20845,FI,FIN,246
3614,Finland芬蘭,Europe,1995,76.56,5097059,22493,FI,FIN,246
3619,Finland芬蘭,Europe,2000,77.87,5169586,26412,FI,FIN,246
3624,Finland芬蘭,Europe,2005,78.94,5220292,31206,FI,FIN,246
3629,Finland芬蘭,Europe,2010,79.87,5365782,37216,FI,FIN,246
3634,Finland芬蘭,Europe,2015,81.48,5481122,43896,FI,FIN,246
3639,Finland芬蘭,Europe,2020,81.94,5540720,45100,FI,FIN,246
3644,Finland芬蘭,Europe,2025,82.45,5560629,50700,FI,FIN,246
3649,Finland芬蘭,Europe,2030,82.96,5580537,54700,FI,FIN,246
3652,France法國,Europe,1950,66.8,42398135,6377,FR,FRA,250
3657,France法國,Europe,1955,68.32,43230912,8010,FR,FRA,250
3662,France法國,Europe,1960,69.88,45998745,9801,FR,FRA,250
3667,France法國,Europe,1965,71.13,48591000,12024,FR,FRA,250
3672,France法國,Europe,1970,72.05,50866800,14864,FR,FRA,250
3677,France法國,Europe,1975,73.25,52591811,17418,FR,FRA,250
3682,France法國,Europe,1980,74.47,53926147,19493,FR,FRA,250
3687,France法國,Europe,1985,75.76,55151486,21357,FR,FRA,250
3692,France法國,Europe,1990,77.01,56676547,23649,FR,FRA,250
3697,France法國,Europe,1995,78.17,58123728,25415,FR,FRA,250
3702,France法國,Europe,2000,79.21,59404392,27712,FR,FRA,250
3707,France法國,Europe,2005,80.23,60620364,29852,FR,FRA,250
3712,France法國,Europe,2010,81.66,62879530,33932,FR,FRA,250
3717,France法國,Europe,2015,82.32,64453200,39702,FR,FRA,250
3722,France法國,Europe,2020,83.02,65273511,41800,FR,FRA,250
3727,France法國,Europe,2025,83.77,65984607,45800,FR,FRA,250
3732,France法國,Europe,2030,84.51,66695702,49800,FR,FRA,250
3735,Gabon加彭,Africa,1950,36.2,359170,4020,GA,GAB,266
3740,Gabon加彭,Africa,1955,38.2,457149,4703,GA,GAB,266
3745,Gabon加彭,Africa,1960,39.89,447358,5969,GA,GAB,266
3750,Gabon加彭,Africa,1965,42.95,475667,7668,GA,GAB,266
3755,Gabon加彭,Africa,1970,47.05,518388,10185,GA,GAB,266
3760,Gabon加彭,Africa,1975,51.15,639011,17608,GA,GAB,266
3765,Gabon加彭,Africa,1980,55.05,734871,17766,GA,GAB,266
3770,Gabon加彭,Africa,1985,58.74,829788,13164,GA,GAB,266
3775,Gabon加彭,Africa,1990,60.9,943602,12859,GA,GAB,266
3780,Gabon加彭,Africa,1995,60.82,1070009,14243,GA,GAB,266
3785,Gabon加彭,Africa,2000,58.24,1230058,13402,GA,GAB,266
3790,Gabon加彭,Africa,2005,56.75,1392642,12933,GA,GAB,266
3795,Gabon加彭,Africa,2010,61.4,1624140,12187,GA,GAB,266
3800,Gabon加彭,Africa,2015,64.91,1947686,10488,GA,GAB,266
3805,Gabon加彭,Africa,2020,66.88,2225734,8900,GA,GAB,266
3810,Gabon加彭,Africa,2025,68.62,2485093,9500,GA,GAB,266
3815,Gabon加彭,Africa,2030,70.36,2744451,10000,GA,GAB,266
3818,Gambia甘比亞,Africa,1950,29.17,222788,471,GM,GMB,270
3823,Gambia甘比亞,Africa,1955,31.24,330618,507,GM,GMB,270
3828,Gambia甘比亞,Africa,1960,33.16,353672,568,GM,GMB,270
3833,Gambia甘比亞,Africa,1965,35.07,413364,681,GM,GMB,270
3838,Gambia甘比亞,Africa,1970,37.33,486098,748,GM,GMB,270
3843,Gambia甘比亞,Africa,1975,40.43,571805,833,GM,GMB,270
3848,Gambia甘比亞,Africa,1980,44.08,672623,855,GM,GMB,270
3853,Gambia甘比亞,Africa,1985,47.79,795253,701,GM,GMB,270
3858,Gambia甘比亞,Africa,1990,51.29,954593,644,GM,GMB,270
3863,Gambia甘比亞,Africa,1995,54.57,1151614,658,GM,GMB,270
3868,Gambia甘比亞,Africa,2000,57.17,1368966,658,GM,GMB,270
3873,Gambia甘比亞,Africa,2005,58.89,1596122,716,GM,GMB,270
3878,Gambia甘比亞,Africa,2010,59.64,1793196,767,GM,GMB,270
3883,Gambia甘比亞,Africa,2015,60.91,2085860,791,GM,GMB,270
3888,Gambia甘比亞,Africa,2020,62.33,2416668,700,GM,GMB,270
3893,Gambia甘比亞,Africa,2025,63.8,2793677,880,GM,GMB,270
3898,Gambia甘比亞,Africa,2030,65.28,3170685,1005,GM,GMB,270
3901,Germany德國,Europe,1950,66.86,69084420,5927,DE,DEU,276
3906,Germany德國,Europe,1955,68.46,69925965,8970,DE,DEU,276
3911,Germany德國,Europe,1960,69.82,72651098,11817,DE,DEU,276
3916,Germany德國,Europe,1965,70.6,75316719,14008,DE,DEU,276
3921,Germany德國,Europe,1970,70.92,77777634,16708,DE,DEU,276
3926,Germany德國,Europe,1975,71.9,78383299,19514,DE,DEU,276
3931,Germany德國,Europe,1980,73.28,78265469,21424,DE,DEU,276
3936,Germany德國,Europe,1985,74.43,77965085,23596,DE,DEU,276
3941,Germany德國,Europe,1990,75.58,79445978,25759,DE,DEU,276
3946,Germany德國,Europe,1995,76.83,81445749,27275,DE,DEU,276
3951,Germany德國,Europe,2000,78.14,82214832,29137,DE,DEU,276
3956,Germany德國,Europe,2005,79.11,82380866,31317,DE,DEU,276
3961,Germany德國,Europe,2010,79.99,80827002,36035,DE,DEU,276
3966,Germany德國,Europe,2015,80.64,81787411,42475,DE,DEU,276
3971,Germany德國,Europe,2020,80.69,83783942,46500,DE,DEU,276
3976,Germany德國,Europe,2025,80.19,83459793,50800,DE,DEU,276
3981,Germany德國,Europe,2030,79.69,83135644,55300,DE,DEU,276
3984,Ghana迦納,Africa,1950,42.5,5519469,858,GH,GHA,288
3989,Ghana迦納,Africa,1955,44.13,5935882,991,GH,GHA,288
3994,Ghana迦納,Africa,1960,45.78,6969664,1131,GH,GHA,288
3999,Ghana迦納,Africa,1965,47.42,8036227,1151,GH,GHA,288
4004,Ghana迦納,Africa,1970,49.15,9008557,1157,GH,GHA,288
4009,Ghana迦納,Africa,1975,51.0,10064504,1067,GH,GHA,288
4014,Ghana迦納,Africa,1980,52.95,11055440,923,GH,GHA,288
4019,Ghana迦納,Africa,1985,54.94,13060996,859,GH,GHA,288
4024,Ghana迦納,Africa,1990,56.79,15434483,894,GH,GHA,288
4029,Ghana迦納,Africa,1995,58.13,17562468,973,GH,GHA,288
4034,Ghana迦納,Africa,2000,58.49,19697766,1069,GH,GHA,288
4039,Ghana迦納,Africa,2005,59.39,21944303,1241,GH,GHA,288
4044,Ghana迦納,Africa,2010,61.03,24779619,1467,GH,GHA,288
4049,Ghana迦納,Africa,2015,62.77,27849205,1699,GH,GHA,288
4054,Ghana迦納,Africa,2020,64.41,31072940,1700,GH,GHA,288
4059,Ghana迦納,Africa,2025,66.0,34453180,2400,GH,GHA,288
4064,Ghana迦納,Africa,2030,67.58,37833419,3150,GH,GHA,288
4067,Greece希臘,Europe,1950,65.06,7671718,2976,GR,GRC,300
4072,Greece希臘,Europe,1955,67.06,7909203,4362,GR,GRC,300
4077,Greece希臘,Europe,1960,68.85,8307427,5577,GR,GRC,300
4082,Greece希臘,Europe,1965,70.4,8609158,7515,GR,GRC,300
4087,Greece希臘,Europe,1970,71.8,8819753,11040,GR,GRC,300
4092,Greece希臘,Europe,1975,73.14,9140539,13607,GR,GRC,300
4097,Greece希臘,Europe,1980,74.62,9595280,14839,GR,GRC,300
4102,Greece希臘,Europe,1985,76.1,9899286,15780,GR,GRC,300
4107,Greece希臘,Europe,1990,76.89,10185053,16973,GR,GRC,300
4112,Greece希臘,Europe,1995,77.53,10431595,18265,GR,GRC,300
4117,Greece希臘,Europe,2000,78.1,10563267,21008,GR,GRC,300
4122,Greece希臘,Europe,2005,78.99,10665319,25529,GR,GRC,300
4127,Greece希臘,Europe,2010,80.39,10887637,26660,GR,GRC,300
4132,Greece希臘,Europe,2015,81.04,10659750,25196,GR,GRC,300
4137,Greece希臘,Europe,2020,82.79,10423054,22500,GR,GRC,300
4142,Greece希臘,Europe,2025,85.29,10170152,26000,GR,GRC,300
4147,Greece希臘,Europe,2030,87.79,9917250,29500,GR,GRC,300
4150,Guatemala瓜地馬拉,Americas,1950,41.18,3084849,2353,GT,GTM,320
4155,Guatemala瓜地馬拉,Americas,1955,43.29,3374945,2542,GT,GTM,320
4160,Guatemala瓜地馬拉,Americas,1960,45.83,3981665,2697,GT,GTM,320
4165,Guatemala瓜地馬拉,Americas,1965,48.79,4498007,3046,GT,GTM,320
4170,Guatemala瓜地馬拉,Americas,1970,52.25,4966058,3716,GT,GTM,320
4175,Guatemala瓜地馬拉,Americas,1975,55.11,5481890,4541,GT,GTM,320
4180,Guatemala瓜地馬拉,Americas,1980,57.29,6118750,4844,GT,GTM,320
4185,Guatemala瓜地馬拉,Americas,1985,59.72,6954096,4476,GT,GTM,320
4190,Guatemala瓜地馬拉,Americas,1990,62.34,8022732,4362,GT,GTM,320
4195,Guatemala瓜地馬拉,Americas,1995,65.14,9277105,4586,GT,GTM,320
4200,Guatemala瓜地馬拉,Americas,2000,67.92,10628740,4789,GT,GTM,320
4205,Guatemala瓜地馬拉,Americas,2005,69.75,12015217,5055,GT,GTM,320
4210,Guatemala瓜地馬拉,Americas,2010,71.48,14630417,4743,GT,GTM,320
4215,Guatemala瓜地馬拉,Americas,2015,73.25,16252429,4004,GT,GTM,320
4220,Guatemala瓜地馬拉,Americas,2020,74.57,17915568,3340,GT,GTM,320
4225,Guatemala瓜地馬拉,Americas,2025,75.83,19564065,3760,GT,GTM,320
4230,Guatemala瓜地馬拉,Americas,2030,77.1,21212561,4210,GT,GTM,320
4233,Guinea幾內亞,Africa,1950,33.23,2602717,484,GN,GIN,324
4238,Guinea幾內亞,Africa,1955,34.18,2780006,550,GN,GIN,324
4243,Guinea幾內亞,Africa,1960,35.28,3034692,642,GN,GIN,324
4248,Guinea幾內亞,Africa,1965,36.62,3326852,700,GN,GIN,324
4253,Guinea幾內亞,Africa,1970,38.18,3667399,729,GN,GIN,324
4258,Guinea幾內亞,Africa,1975,39.99,4060770,821,GN,GIN,324
4263,Guinea幾內亞,Africa,1980,42.04,4517109,864,GN,GIN,324
4268,Guinea幾內亞,Africa,1985,44.49,5274356,826,GN,GIN,324
4273,Guinea幾內亞,Africa,1990,47.37,6454449,799,GN,GIN,324
4278,Guinea幾內亞,Africa,1995,50.3,7625530,839,GN,GIN,324
4283,Guinea幾內亞,Africa,2000,52.79,8504224,915,GN,GIN,324
4288,Guinea幾內亞,Africa,2005,55.07,9491816,944,GN,GIN,324
4293,Guinea幾內亞,Africa,2010,56.86,10192176,937,GN,GIN,324
4298,Guinea幾內亞,Africa,2015,59.6,11432088,928,GN,GIN,324
4303,Guinea幾內亞,Africa,2020,62.14,13132795,800,GN,GIN,324
4308,Guinea幾內亞,Africa,2025,64.54,15076855,1190,GN,GIN,324
4313,Guinea幾內亞,Africa,2030,66.93,17020915,1590,GN,GIN,324
4316,Guinea-Bissau幾內亞比索,Africa,1950,32.1,519121,247,GW,GNB,624
4321,Guinea-Bissau幾內亞比索,Africa,1955,33.09,619596,379,GW,GNB,624
4326,Guinea-Bissau幾內亞比索,Africa,1960,34.09,617130,486,GW,GNB,624
4331,Guinea-Bissau幾內亞比索,Africa,1965,35.09,611900,638,GW,GNB,624
4336,Guinea-Bissau幾內亞比索,Africa,1970,36.09,615731,778,GW,GNB,624
4341,Guinea-Bissau幾內亞比索,Africa,1975,37.07,697281,787,GW,GNB,624
4346,Guinea-Bissau幾內亞比索,Africa,1980,38.58,793683,809,GW,GNB,624
4351,Guinea-Bissau幾內亞比索,Africa,1985,40.48,886909,777,GW,GNB,624
4356,Guinea-Bissau幾內亞比索,Africa,1990,42.46,1001572,742,GW,GNB,624
4361,Guinea-Bissau幾內亞比索,Africa,1995,44.23,1136600,776,GW,GNB,624
4366,Guinea-Bissau幾內亞比索,Africa,2000,45.25,1276959,664,GW,GNB,624
4371,Guinea-Bissau幾內亞比索,Africa,2005,46.03,1416208,578,GW,GNB,624
4376,Guinea-Bissau幾內亞比索,Africa,2010,54.63,1522599,593,GW,GNB,624
4381,Guinea-Bissau幾內亞比索,Africa,2015,56.96,1737202,616,GW,GNB,624
4386,Guinea-Bissau幾內亞比索,Africa,2020,58.66,1968001,585,GW,GNB,624
4391,Guinea-Bissau幾內亞比索,Africa,2025,60.31,2214605,710,GW,GNB,624
4396,Guinea-Bissau幾內亞比索,Africa,2030,61.96,2461208,810,GW,GNB,624
4399,Haiti海地,Americas,1950,36.33,3139956,1886,HT,HTI,332
4404,Haiti海地,Americas,1955,39.45,3354739,1772,HT,HTI,332
4409,Haiti海地,Americas,1960,42.43,3731158,1769,HT,HTI,332
4414,Haiti海地,Americas,1965,45.18,4142934,1590,HT,HTI,332
4419,Haiti海地,Americas,1970,47.32,4546235,1573,HT,HTI,332
4424,Haiti海地,Americas,1975,49.17,4824453,1786,HT,HTI,332
4429,Haiti海地,Americas,1980,50.85,5082461,1956,HT,HTI,332
4434,Haiti海地,Americas,1985,52.77,5533081,1898,HT,HTI,332
4439,Haiti海地,Americas,1990,54.51,6098490,1603,HT,HTI,332
4444,Haiti海地,Americas,1995,56.04,6678800,1388,HT,HTI,332
4449,Haiti海地,Americas,2000,57.55,7330009,1299,HT,HTI,332
4454,Haiti海地,Americas,2005,59.8,8144749,1229,HT,HTI,332
4459,Haiti海地,Americas,2010,60.51,9949322,1080,HT,HTI,332
4464,Haiti海地,Americas,2015,62.49,10695542,877,HT,HTI,332
4469,Haiti海地,Americas,2020,64.4,11402528,695,HT,HTI,332
4474,Haiti海地,Americas,2025,66.25,12067883,739,HT,HTI,332
4479,Haiti海地,Americas,2030,68.1,12733238,779,HT,HTI,332
4482,Honduras宏都拉斯,Americas,1950,40.81,1455921,2185,HN,HND,340
4487,Honduras宏都拉斯,Americas,1955,43.56,1649394,2210,HN,HND,340
4492,Honduras宏都拉斯,Americas,1960,46.69,1962253,2263,HN,HND,340
4497,Honduras宏都拉斯,Americas,1965,49.77,2336478,2439,HN,HND,340
4502,Honduras宏都拉斯,Americas,1970,52.7,2779363,2533,HN,HND,340
4507,Honduras宏都拉斯,Americas,1975,55.99,3019199,2934,HN,HND,340
4512,Honduras宏都拉斯,Americas,1980,59.51,3423763,3154,HN,HND,340
4517,Honduras宏都拉斯,Americas,1985,63.06,4091101,3063,HN,HND,340
4522,Honduras宏都拉斯,Americas,1990,65.64,4795289,3058,HN,HND,340
4527,Honduras宏都拉斯,Americas,1995,67.16,5551713,3129,HN,HND,340
4532,Honduras宏都拉斯,Americas,2000,68.2,6353580,3124,HN,HND,340
4537,Honduras宏都拉斯,Americas,2005,69.54,7161189,3369,HN,HND,340
4542,Honduras宏都拉斯,Americas,2010,73.32,8317470,3222,HN,HND,340
4547,Honduras宏都拉斯,Americas,2015,74.5,9112916,2677,HN,HND,340
4552,Honduras宏都拉斯,Americas,2020,75.47,9904607,2080,HN,HND,340
4557,Honduras宏都拉斯,Americas,2025,76.42,10676928,2430,HN,HND,340
4562,Honduras宏都拉斯,Americas,2030,77.37,11449249,2730,HN,HND,340
4565,"Hong Kong, China香港",Asia,1950,59.44,2064368,2825,HK,HKG,344
4570,"Hong Kong, China香港",Asia,1955,63.23,2400826,3399,HK,HKG,344
4575,"Hong Kong, China香港",Asia,1960,66.49,3077640,4267,HK,HKG,344
4580,"Hong Kong, China香港",Asia,1965,69.06,3555760,5596,HK,HKG,344
4585,"Hong Kong, China香港",Asia,1970,71.2,3958540,7469,HK,HKG,344
4590,"Hong Kong, China香港",Asia,1975,72.96,4396500,10038,HK,HKG,344
4595,"Hong Kong, China香港",Asia,1980,74.71,4992180,13211,HK,HKG,344
4600,"Hong Kong, China香港",Asia,1985,75.9,5456506,17847,HK,HKG,344
4605,"Hong Kong, China香港",Asia,1990,77.04,5731622,22870,HK,HKG,344
4610,"Hong Kong, China香港",Asia,1995,79.04,6229429,26930,HK,HKG,344
4615,"Hong Kong, China香港",Asia,2000,80.9,6655853,29476,HK,HKG,344
4620,"Hong Kong, China香港",Asia,2005,81.92,6893238,35919,HK,HKG,344
4625,"Hong Kong, China香港",Asia,2010,82.98,6966331,39283,HK,HKG,344
4630,"Hong Kong, China香港",Asia,2015,84.28,7185996,38546,HK,HKG,344
4635,"Hong Kong, China香港",Asia,2020,85.44,7496981,36060,HK,HKG,344
4640,"Hong Kong, China香港",Asia,2025,86.71,7757826,42519,HK,HKG,344
4645,"Hong Kong, China香港",Asia,2030,87.98,8018670,49179,HK,HKG,344
4648,Hungary匈牙利,Europe,1950,63.08,9442468,4953,HU,HUN,348
4653,Hungary匈牙利,Europe,1955,65.46,9668766,5730,HU,HUN,348
4658,Hungary匈牙利,Europe,1960,67.34,9973400,6946,HU,HUN,348
4663,Hungary匈牙利,Europe,1965,68.88,10159253,8616,HU,HUN,348
4668,Hungary匈牙利,Europe,1970,69.66,10325823,9832,HU,HUN,348
4673,Hungary匈牙利,Europe,1975,69.87,10539939,11072,HU,HUN,348
4678,Hungary匈牙利,Europe,1980,69.61,10678189,12198,HU,HUN,348
4683,Hungary匈牙利,Europe,1985,69.5,10649858,12810,HU,HUN,348
4688,Hungary匈牙利,Europe,1990,69.33,10454306,11516,HU,HUN,348
4693,Hungary匈牙利,Europe,1995,70.29,10286284,11242,HU,HUN,348
4698,Hungary匈牙利,Europe,2000,71.97,10147861,13591,HU,HUN,348
4703,Hungary匈牙利,Europe,2005,73.04,10006990,16743,HU,HUN,348
4708,Hungary匈牙利,Europe,2010,74.21,9927370,17873,HU,HUN,348
4713,Hungary匈牙利,Europe,2015,75.57,9777923,17647,HU,HUN,348
4718,Hungary匈牙利,Europe,2020,76.56,9660351,16200,HU,HUN,348
4723,Hungary匈牙利,Europe,2025,77.81,9499399,22300,HU,HUN,348
4728,Hungary匈牙利,Europe,2030,79.05,9338446,28800,HU,HUN,348
4731,Iceland冰島,Europe,1950,72.1,86430,6477,IS,ISL,352
4736,Iceland冰島,Europe,1955,73.08,185587,8453,IS,ISL,352
4741,Iceland冰島,Europe,1960,73.6,175276,9908,IS,ISL,352
4746,Iceland冰島,Europe,1965,73.71,192027,12132,IS,ISL,352
4751,Iceland冰島,Europe,1970,74.17,205035,14807,IS,ISL,352
4756,Iceland冰島,Europe,1975,75.45,216804,18112,IS,ISL,352
4761,Iceland冰島,Europe,1980,76.64,229127,21824,IS,ISL,352
4766,Iceland冰島,Europe,1985,77.13,240404,25462,IS,ISL,352
4771,Iceland冰島,Europe,1990,78.15,253278,25856,IS,ISL,352
4776,Iceland冰島,Europe,1995,78.88,266320,26894,IS,ISL,352
4781,Iceland冰島,Europe,2000,79.88,281295,29922,IS,ISL,352
4786,Iceland冰島,Europe,2005,81.25,296371,34174,IS,ISL,352
4791,Iceland冰島,Europe,2010,81.9,320328,39969,IS,ISL,352
4796,Iceland冰島,Europe,2015,82.47,330243,46282,IS,ISL,352
4801,Iceland冰島,Europe,2020,83.26,341243,49000,IS,ISL,352
4806,Iceland冰島,Europe,2025,84.26,350477,55000,IS,ISL,352
4811,Iceland冰島,Europe,2030,85.26,359711,60000,IS,ISL,352
4814,India印度,Asia,1950,36.22,371938468,529,IN,IND,356
4819,India印度,Asia,1955,39.1,386830766,573,IN,IND,356
4824,India印度,Asia,1960,42.26,436000000,631,IN,IND,356
4829,India印度,Asia,1965,45.76,485200000,684,IN,IND,356
4834,India印度,Asia,1970,49.27,542600000,715,IN,IND,356
4839,India印度,Asia,1975,52.79,607200000,778,IN,IND,356
4844,India印度,Asia,1980,55.64,678400000,839,IN,IND,356
4849,India印度,Asia,1985,57.77,756000000,928,IN,IND,356
4854,India印度,Asia,1990,59.56,838400000,1089,IN,IND,356
4859,India印度,Asia,1995,61.15,924200000,1341,IN,IND,356
4864,India印度,Asia,2000,62.43,1004103528,1632,IN,IND,356
4869,India印度,Asia,2005,63.97,1079906817,2170,IN,IND,356
4874,India印度,Asia,2010,66.69,1234281170,2381,IN,IND,356
4879,India印度,Asia,2015,68.61,1310152403,2263,IN,IND,356
4884,India印度,Asia,2020,69.92,1380004385,1900,IN,IND,356
4889,India印度,Asia,2025,71.17,1441823354,2980,IN,IND,356
4894,India印度,Asia,2030,72.43,1503642322,4080,IN,IND,356
4897,Indonesia印尼,Asia,1950,36.49,81990468,706,ID,IDN,360
4902,Indonesia印尼,Asia,1955,38.94,85311566,815,ID,IDN,360
4907,Indonesia印尼,Asia,1960,41.48,95466400,853,ID,IDN,360
4912,Indonesia印尼,Asia,1965,44.59,105217000,797,ID,IDN,360
4917,Indonesia印尼,Asia,1970,47.91,116506400,972,ID,IDN,360
4922,Indonesia印尼,Asia,1975,51.3,130547800,1274,ID,IDN,360
4927,Indonesia印尼,Asia,1980,54.78,146695800,1463,ID,IDN,360
4932,Indonesia印尼,Asia,1985,58.55,162902800,1656,ID,IDN,360
4937,Indonesia印尼,Asia,1990,61.66,178600000,2129,ID,IDN,360
4942,Indonesia印尼,Asia,1995,64.7,193493200,2825,ID,IDN,360
4947,Indonesia印尼,Asia,2000,67.57,206347200,2972,ID,IDN,360
4952,Indonesia印尼,Asia,2005,69.83,218552200,3274,ID,IDN,360
4957,Indonesia印尼,Asia,2010,69.21,241834215,3768,ID,IDN,360
4962,Indonesia印尼,Asia,2015,70.77,258383256,4147,ID,IDN,360
4967,Indonesia印尼,Asia,2020,71.96,273523615,4200,ID,IDN,360
4972,Indonesia印尼,Asia,2025,73.1,286361023,5450,ID,IDN,360
4977,Indonesia印尼,Asia,2030,74.23,299198430,6700,ID,IDN,360
4980,Iran伊朗,Asia,1950,43.94,17210468,2933,IR,IRN,364
4985,Iran伊朗,Asia,1955,46.26,18310766,3188,IR,IRN,364
4990,Iran伊朗,Asia,1960,48.47,21641200,3829,IR,IRN,364
4995,Iran伊朗,Asia,1965,51.21,25072400,5219,IR,IRN,364
5000,Iran伊朗,Asia,1970,54.13,28983600,8131,IR,IRN,364
5005,Iran伊朗,Asia,1975,56.71,33534007,10979,IR,IRN,364
5010,Iran伊朗,Asia,1980,58.85,40035922,9320,IR,IRN,364
5015,Iran伊朗,Asia,1985,61.67,48362918,7029,IR,IRN,364
5020,Iran伊朗,Asia,1990,64.66,56994662,6999,IR,IRN,364
5025,Iran伊朗,Asia,1995,67.12,62155981,7852,IR,IRN,364
5030,Iran伊朗,Asia,2000,68.89,65475890,8850,IR,IRN,364
5035,Iran伊朗,Asia,2005,70.36,68435272,10660,IR,IRN,364
5040,Iran伊朗,Asia,2010,73.91,73762519,10441,IR,IRN,364
5045,Iran伊朗,Asia,2015,75.8,78492215,8501,IR,IRN,364
5050,Iran伊朗,Asia,2020,76.9,83992949,6500,IR,IRN,364
